Area,Item,Year,c_t,delta_c_t,delta_c_t_converted
Hungary,Paper and paperboard,2017,951242.0805567247,24702.641888901126,2.5709166302761817e-06
Hungary,Paper and paperboard,2018,962213.1996898184,-10971.119133093744,-1.1418144164039706e-06
Hungary,Paper and paperboard,2019,1035127.6150502441,-72914.41536042572,-7.588535828680242e-06
Hungary,Paper and paperboard,2020,973609.7527427677,61517.86230747646,6.402444563485796e-06
Hungary,Paper and paperboard,2021,977582.3714406162,-3972.6186978485202,-4.1344855023922304e-07
Hungary,Paper and paperboard,2022,1003219.3109872707,-25636.939546654467,-2.6681532496122437e-06
Iceland,Paper and paperboard,2006,28672.492996514102,28672.492996514102,2.6952300658093037e-06
Iceland,Paper and paperboard,2007,35198.004971025184,-6525.511974511082,-6.134017042270848e-07
Iceland,Paper and paperboard,2008,34241.71573851183,956.2892325133507,8.989171229000003e-08
Iceland,Paper and paperboard,2009,32291.27382736859,1950.4419111432435,1.8334260927945614e-07
Iceland,Paper and paperboard,2010,28149.031126010792,4142.242701357798,3.893730855540186e-07
Iceland,Paper and paperboard,2011,30249.716781788393,-2100.685655777601,-1.9746560366949843e-07
Iceland,Paper and paperboard,2012,31557.45380677005,-1307.7370249816558,-1.2292799751772842e-07
Iceland,Paper and paperboard,2013,31625.659835623002,-68.20602885295375,-6.411404116701233e-09
Iceland,Paper and paperboard,2014,31722.11772666246,-96.45789103945935,-9.067094655693721e-09
Iceland,Paper and paperboard,2015,32692.377615472942,-970.2598888104803,-9.120496164350723e-08
Iceland,Paper and paperboard,2016,33642.763124070174,-950.3855085972318,-8.933675900425347e-08
Iceland,Paper and paperboard,2017,33508.311780409436,134.45134366073762,1.2638500037891219e-08
Iceland,Paper and paperboard,2018,34550.25171622663,-1041.939935817194,-9.794292537183065e-08
Iceland,Paper and paperboard,2019,37115.578061911074,-2565.3263456844434,-2.411420833319942e-07
Iceland,Paper and paperboard,2020,37322.2755568333,-206.69749492222763,-1.9429677876617967e-08
Iceland,Paper and paperboard,2021,35363.6161223042,1958.6594345291014,1.8411506098425727e-07
Iceland,Paper and paperboard,2022,31620.907825342918,3742.708296961282,3.518166324341026e-07
Ireland,Paper and paperboard,2006,448946.3579139668,448946.3579139668,6.185482328030055e-05
Ireland,Paper and paperboard,2007,459679.3898655351,-10733.031951568264,-1.4787730937630143e-06
Ireland,Paper and paperboard,2008,475931.9932583211,-16252.603392785997,-2.2392472797345658e-06
Ireland,Paper and paperboard,2009,478414.2330394642,-2482.239781143144,-3.4199743531801675e-07
Ireland,Paper and paperboard,2010,481924.6502030188,-3510.417163554579,-4.836574113235438e-07
Ireland,Paper and paperboard,2011,482780.802570881,-856.1523678621743,-1.179587549416628e-07
Ireland,Paper and paperboard,2012,488180.20509502396,-5399.402524142992,-7.439175818285068e-07
Ireland,Paper and paperboard,2013,482930.9263296967,5249.278765327239,7.232338667074625e-07
Ireland,Paper and paperboard,2014,486972.1559669683,-4041.22963727155,-5.567915646092564e-07
Ireland,Paper and paperboard,2015,481263.0948428534,5709.061124114902,7.865816499089038e-07
Ireland,Paper and paperboard,2016,479041.88743497053,2221.2074078828446,3.06032979801602e-07
Ireland,Paper and paperboard,2017,491568.38196960103,-12526.494534630503,-1.725872350009581e-06
Ireland,Paper and paperboard,2018,513839.9197013697,-22271.53773176868,-3.068522566883352e-06
Ireland,Paper and paperboard,2019,543117.4969246861,-29277.577223316417,-4.033798990236223e-06
Ireland,Paper and paperboard,2020,521542.96756501717,21574.52935966896,2.972490315098429e-06
Ireland,Paper and paperboard,2021,503697.97181733255,17844.995747684618,2.458643530464438e-06
Ireland,Paper and paperboard,2022,489094.1656562395,14603.80616109306,2.0120796914612263e-06
Italy,Paper and paperboard,2006,11828972.520784583,11828972.520784583,0.0003800649768173534
Italy,Paper and paperboard,2007,11802633.247648418,26339.273136164993,8.462810456523498e-07
Italy,Paper and paperboard,2008,11982894.043081045,-180260.7954326272,-5.791780724555696e-06
Italy,Paper and paperboard,2009,11957687.195651958,25206.847429087386,8.098961990943261e-07
Italy,Paper and paperboard,2010,11755302.065729711,202385.12992224656,6.5026357595235875e-06
Italy,Paper and paperboard,2011,11649591.483619757,105710.58210995421,3.3964818050235746e-06
Italy,Paper and paperboard,2012,11608625.41576431,40966.06785544753,1.3162400709293468e-06
Italy,Paper and paperboard,2013,11620342.551614188,-11717.135849878192,-3.764716637328331e-07
Italy,Paper and paperboard,2014,11759123.243451033,-138780.69183684513,-4.459024681390361e-06
Italy,Paper and paperboard,2015,11975754.601944806,-216631.35849377327,-6.960367191586538e-06
Italy,Paper and paperboard,2016,12224792.068499884,-249037.46655507758,-8.001575689401472e-06
Italy,Paper and paperboard,2017,12175506.573824165,49285.49467571825,1.5835433177687549e-06
Italy,Paper and paperboard,2018,12078526.106429681,96980.4673944842,3.1159831529962833e-06
Italy,Paper and paperboard,2019,12531975.081699291,-453448.97526961006,-1.4569319014891596e-05
Italy,Paper and paperboard,2020,12588633.305003557,-56658.22330426611,-1.820429144527259e-06
Italy,Paper and paperboard,2021,12305310.458753495,283322.8462500628,9.103165199061137e-06
Italy,Paper and paperboard,2022,12006281.973774388,299028.4849791061,9.607787490554943e-06
Latvia,Paper and paperboard,2006,188248.0173902701,188248.0173902701,2.8218859832098513e-05
Latvia,Paper and paperboard,2007,185904.94112319115,2343.0762670789554,3.512331320841583e-07
Latvia,Paper and paperboard,2008,188199.8458522245,-2294.9047290333547,-3.4401209518374167e-07
Latvia,Paper and paperboard,2009,191733.27869684537,-3533.4328446208674,-5.296706310684524e-07
Latvia,Paper and paperboard,2010,194346.4346880702,-2613.155991224834,-3.9171877429607085e-07
Latvia,Paper and paperboard,2011,198041.99533145688,-3695.560643386678,-5.5397400324567e-07
Latvia,Paper and paperboard,2012,205710.7846631243,-7668.789331667416,-1.1495711574139559e-06
Latvia,Paper and paperboard,2013,201794.63051572072,3916.1541474035766,5.870415343465107e-07
Latvia,Paper and paperboard,2014,195510.18068465684,6284.449831063888,9.420551215527072e-07
Latvia,Paper and paperboard,2015,184110.00810618125,11400.172578475584,1.708915060639375e-06
Latvia,Paper and paperboard,2016,182557.68594547588,1552.322160705371,2.326970667446152e-07
Latvia,Paper and paperboard,2017,176920.84509054333,5636.840854932554,8.449768777719389e-07
Latvia,Paper and paperboard,2018,172413.74681918713,4507.098271356197,6.756255716904449e-07
Latvia,Paper and paperboard,2019,182232.63842994196,-9818.891610754828,-1.4718769945716287e-06
Latvia,Paper and paperboard,2020,187081.5280666622,-4848.88963672024,-7.268609725448072e-07
Latvia,Paper and paperboard,2021,182189.34542077535,4892.182645886845,7.333507054743682e-07
Latvia,Paper and paperboard,2022,188400.97362418572,-6211.628203410364,-9.311389731013807e-07
Liechtenstein,Paper and paperboard,2006,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2007,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2008,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2009,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2010,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2011,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2012,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2013,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2014,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2015,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2016,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2017,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2018,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2019,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2020,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2021,0.0,0.0,0.0
Liechtenstein,Paper and paperboard,2022,0.0,0.0,0.0
Lithuania,Paper and paperboard,2006,382806.09188709257,382806.09188709257,5.675880864815489e-05
Lithuania,Paper and paperboard,2007,355945.71259829984,26860.379288792727,3.982598920393133e-06
Lithuania,Paper and paperboard,2008,355832.33463937766,113.37795892218128,1.6810594219280323e-08
Lithuania,Paper and paperboard,2009,338804.4567645447,17027.87787483295,2.5247300982526016e-06
Lithuania,Paper and paperboard,2010,322252.0270365033,16552.429728041403,2.454235215966818e-06
Lithuania,Paper and paperboard,2011,314488.0398880441,7763.987148459186,1.1511694046815332e-06
Lithuania,Paper and paperboard,2012,304774.33442865964,9713.70545938448,1.4402548995911921e-06
Lithuania,Paper and paperboard,2013,290278.4496388682,14495.884789791424,2.1493104953307363e-06
Lithuania,Paper and paperboard,2014,267002.986906539,23275.462732329208,3.4510619434216953e-06
Lithuania,Paper and paperboard,2015,245172.4887599785,21830.49814656051,3.236816480339577e-06
Lithuania,Paper and paperboard,2016,239511.51665170834,5660.972108270158,8.39354543894294e-07
Lithuania,Paper and paperboard,2017,230168.39870130448,9343.11795040386,1.385307744999328e-06
Lithuania,Paper and paperboard,2018,232636.37292996558,-2467.9742286611,-3.65927502100643e-07
Lithuania,Paper and paperboard,2019,256026.8301193029,-23390.45718933732,-3.468112216443074e-06
Lithuania,Paper and paperboard,2020,264392.28805342416,-8365.457934121252,-1.2403497128175845e-06
Lithuania,Paper and paperboard,2021,284324.1229454804,-19931.834892056242,-2.955300938571565e-06
Lithuania,Paper and paperboard,2022,311949.01998689305,-27624.897041412652,-4.0959542659550574e-06
Luxembourg,Paper and paperboard,2006,108250.98261243015,108250.98261243015,0.0004052947131814001
Luxembourg,Paper and paperboard,2007,139200.2348031491,-30949.25219071895,-0.00011587486771113997
Luxembourg,Paper and paperboard,2008,185132.84597833405,-45932.61117518495,-0.00017197298373328306
Luxembourg,Paper and paperboard,2009,176695.68471301068,8437.161265323375,3.1588968271423344e-05
Luxembourg,Paper and paperboard,2010,169052.03117587767,7643.65353713301,2.861805309501727e-05
Luxembourg,Paper and paperboard,2011,163854.94072945073,5197.090446426941,1.9458052306127846e-05
Luxembourg,Paper and paperboard,2012,157530.03482614906,6324.905903301667,2.3680624989390533e-05
Luxembourg,Paper and paperboard,2013,161398.46729753097,-3868.432471381908,-1.4483519605209689e-05
Luxembourg,Paper and paperboard,2014,166869.25696368376,-5470.789666152792,-2.048278985658426e-05
Luxembourg,Paper and paperboard,2015,174606.12190644763,-7736.864942763874,-2.8967039210419595e-05
Luxembourg,Paper and paperboard,2016,180125.61379244513,-5519.4918859975005,-2.066513233280851e-05
Luxembourg,Paper and paperboard,2017,176559.2755195573,3566.338272887835,1.3352470458332371e-05
Luxembourg,Paper and paperboard,2018,158661.44195714756,17897.833562409738,6.700999053483277e-05
Luxembourg,Paper and paperboard,2019,151171.44616004184,7489.995797105716,2.8042754209320943e-05
Luxembourg,Paper and paperboard,2020,139052.04040592693,12119.405754114909,4.53753948509562e-05
Luxembourg,Paper and paperboard,2021,120776.97350946028,18275.066896466655,6.842236271141111e-05
Luxembourg,Paper and paperboard,2022,145210.79685012833,-24433.823340668052,-9.148091946875257e-05
Malta,Paper and paperboard,2006,28206.224786013114,28206.224786013114,0.0008642223469202436
Malta,Paper and paperboard,2007,28103.161163076995,103.06362293611892,3.157809553447354e-06
Malta,Paper and paperboard,2008,27957.40718973343,145.75397334356603,4.46581709787657e-06
Malta,Paper and paperboard,2009,27751.27994386119,206.12724587223784,6.315619106894708e-06
Malta,Paper and paperboard,2010,27045.386080000895,705.8938638602958,2.1628178046870518e-05
Malta,Paper and paperboard,2011,26629.918122830495,415.46795717040004,1.2729696928247246e-05
Malta,Paper and paperboard,2012,25067.766325485467,1562.1517973450282,4.786342386438959e-05
Malta,Paper and paperboard,2013,26323.610036073547,-1255.8437105880803,-3.847832197195173e-05
Malta,Paper and paperboard,2014,28421.27485658065,-2097.6648205071033,-6.427123189947898e-05
Malta,Paper and paperboard,2015,31232.310812552096,-2811.035955971445,-8.612850920593608e-05
Malta,Paper and paperboard,2016,34331.875817882545,-3099.565005330449,-9.496887171752447e-05
Malta,Paper and paperboard,2017,35448.226590570564,-1116.3507726880198,-3.4204339364021524e-05
Malta,Paper and paperboard,2018,31332.178085170533,4116.048505400031,0.00012611333584557936
Malta,Paper and paperboard,2019,33387.76907149364,-2055.5909863231063,-6.298211405409976e-05
Malta,Paper and paperboard,2020,33290.74655066361,97.02252083003259,2.9727136932351194e-06
Malta,Paper and paperboard,2021,31620.584964859903,1670.161585803704,5.117278105700488e-05
Malta,Paper and paperboard,2022,29499.037463502304,2121.5475013575997,6.500298337107607e-05
Montenegro,Paper and paperboard,2006,9638.971679279675,9638.971679279675,6.756810618515749e-06
Montenegro,Paper and paperboard,2007,10065.907480625137,-426.9358013454621,-2.992771897189686e-07
Montenegro,Paper and paperboard,2008,10669.685881150517,-603.7784005253798,-4.232418606094725e-07
Montenegro,Paper and paperboard,2009,10646.332953166406,23.352927984111375,1.6370139577821556e-08
Montenegro,Paper and paperboard,2010,10730.054851129811,-83.72189796340535,-5.8688107817296115e-08
Montenegro,Paper and paperboard,2011,10682.33196442741,47.7228867024005,3.34532062491858e-08
Montenegro,Paper and paperboard,2012,10614.841610817279,67.49035361013193,4.73099779824647e-08
Montenegro,Paper and paperboard,2013,10519.395837412476,95.44577340480282,6.690641249837287e-08
Montenegro,Paper and paperboard,2014,10384.415130192214,134.98070722026205,9.461995596492812e-08
Montenegro,Paper and paperboard,2015,9879.734692872864,504.68043731934995,3.537753041817619e-07
Montenegro,Paper and paperboard,2016,8959.277269415621,920.4574234572428,6.452302900813504e-07
Montenegro,Paper and paperboard,2017,7531.576887120748,1427.7003822948727,1.0008018929950724e-06
Montenegro,Paper and paperboard,2018,7683.645893251066,-152.06900613031758,-1.0659866109755517e-07
Montenegro,Paper and paperboard,2019,7898.703944137158,-215.05805088609213,-1.5075327225497553e-07
Montenegro,Paper and paperboard,2020,8213.916858415785,-315.21291427862707,-2.2096070381340568e-07
Montenegro,Paper and paperboard,2021,8753.370449725942,-539.4535913101572,-3.7815089360583295e-07
Montenegro,Paper and paperboard,2022,9516.273034827638,-762.9025851016959,-5.347861223608734e-07
Netherlands,Paper and paperboard,2006,3174281.343644871,3174281.343644871,0.0007398014411742855
Netherlands,Paper and paperboard,2007,3165246.0884491215,9035.255195749458,2.1057663425377582e-06
Netherlands,Paper and paperboard,2008,3272584.849481918,-107338.76103279646,-2.501648767362983e-05
Netherlands,Paper and paperboard,2009,3395635.719826871,-123050.87034495315,-2.8678368853851355e-05
Netherlands,Paper and paperboard,2010,3411280.216130738,-15644.496303867083,-3.646123219423582e-06
Netherlands,Paper and paperboard,2011,3479596.445480201,-68316.22934946278,-1.5921854258290942e-05
Netherlands,Paper and paperboard,2012,3626380.874060653,-146784.42858045222,-3.420973759089433e-05
Netherlands,Paper and paperboard,2013,3735489.2207773402,-109108.34671668708,-2.5428909225942662e-05
Netherlands,Paper and paperboard,2014,3765610.2325072056,-30121.011729865335,-7.020035552927646e-06
Netherlands,Paper and paperboard,2015,3816052.4980707234,-50442.26556351781,-1.1756128937561954e-05
Netherlands,Paper and paperboard,2016,3841453.632210855,-25401.13414013153,-5.920015779934919e-06
Netherlands,Paper and paperboard,2017,3984500.557651758,-143046.9254409033,-3.333867106915472e-05
Netherlands,Paper and paperboard,2018,3962393.796072264,22106.761579493992,5.1522257499162894e-06
Netherlands,Paper and paperboard,2019,3977229.3936762824,-14835.59760401817,-3.4576004140615693e-06
Netherlands,Paper and paperboard,2020,3771313.0419202046,205916.35175607773,4.799108752457843e-05
Netherlands,Paper and paperboard,2021,3654948.360161403,116364.68175880145,2.7120078514558896e-05
Netherlands,Paper and paperboard,2022,3523654.700515925,131293.65964547824,3.059944223823586e-05
North Macedonia,Paper and paperboard,2006,94155.12423884492,94155.12423884492,3.545347611323019e-05
North Macedonia,Paper and paperboard,2007,92241.07397703355,1914.0502618113678,7.207226986872256e-07
